,Year,Month,Country,Hemisphere,Activity,Type_Norm,Sex,Age,Species,Fatal,YearRange
324,2015,3,USA,Northern,Other,Unprovoked,M,58,Tiger Shark,0,2010
325,2015,3,OTHER,Northern,Other,Unprovoked,M,9,Blacktip reef Shark,0,2010
326,2015,3,MEXICO,Northern,Fishing,Provoked,M,36,Unidentified,0,2010
327,2015,3,OTHER,Northern,Other,Unprovoked,M,0,Blacktip reef Shark,0,2010
328,2015,2,REUNION,Southern,Swimming,Unprovoked,F,22,Tiger Shark,1,2010
329,2015,2,AUSTRALIA,Southern,Surfing,Unprovoked,M,41,Unidentified,1,2010
330,2015,2,AUSTRALIA,Southern,Surfing,Unprovoked,M,35,Unidentified,0,2010
331,2015,1,AUSTRALIA,Southern,Other,Unprovoked,M,57,Bull Shark,0,2010
332,2015,1,USA,Northern,Other,Provoked,M,20,Unidentified,0,2010
333,2015,1,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,24,Unidentified,0,2010
334,2015,1,AUSTRALIA,Southern,Fishing,Unprovoked,M,0,Unidentified,0,2010
335,2015,1,AUSTRALIA,Southern,Other,Unprovoked,M,17,Unidentified,0,2010
336,2015,1,BAHAMAS,Northern,Other,Unprovoked,F,34,White Shark,0,2010
337,2015,1,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,15,Raggedtooth Shark,0,2010
338,2015,1,USA,Northern,Other,Unprovoked,M,12,Unidentified,0,2010
339,2014,12,AUSTRALIA,Southern,Other,Unprovoked,M,17,White Shark,1,2010
340,2014,12,USA,Northern,Surfing,Unprovoked,M,50,White Shark,0,2010
341,2014,12,AUSTRALIA,Southern,Fishing,Provoked,M,0,Unidentified,0,2010
342,2014,12,AUSTRALIA,Southern,Other,Unprovoked,M,17,Tiger Shark,1,2010
343,2014,11,AUSTRALIA,Southern,Surfing,Unprovoked,M,13,Unidentified,0,2010
344,2014,11,USA,Northern,Surfing,Unprovoked,M,44,Unidentified,0,2010
345,2014,11,USA,Northern,Other,Unprovoked,M,53,Unidentified,0,2010
346,2014,11,USA,Northern,Surfing,Unprovoked,M,18,Unidentified,0,2010
347,2014,10,USA,Northern,Surfing,Unprovoked,F,34,Tiger Shark,0,2010
348,2014,10,AUSTRALIA,Southern,Surfing,Provoked,M,20,Unidentified,0,2010
349,2014,10,USA,Northern,Surfing,Unprovoked,F,0,Tiger Shark,0,2010
350,2014,10,USA,Northern,Surfing,Unprovoked,M,0,Unidentified,0,2010
351,2014,10,AUSTRALIA,Southern,Surfing,Unprovoked,F,13,Unidentified,0,2010
352,2014,10,USA,Northern,Other,Unprovoked,F,7,Bull Shark,0,2010
353,2014,10,USA,Northern,Surfing,Unprovoked,M,29,Blacktip reef Shark,0,2010
354,2014,10,USA,Northern,Fishing,Unprovoked,F,40,Unidentified,0,2010
355,2014,10,USA,Northern,Surfing,Unprovoked,M,15,Blacktip reef Shark,0,2010
356,2014,10,USA,Northern,Other,Unprovoked,M,0,White Shark,0,2010
357,2014,10,USA,Northern,Other,Unprovoked,M,0,White Shark,0,2010
358,2014,10,USA,Northern,Surfing,Unprovoked,M,28,Unidentified,0,2010
359,2014,10,AUSTRALIA,Southern,Surfing,Unprovoked,M,23,White Shark,0,2010
360,2014,9,OTHER,Northern,Fishing,Unprovoked,F,36,Blacktip reef Shark,0,2010
361,2014,9,AUSTRALIA,Southern,Swimming,Unprovoked,M,50,Unidentified,1,2010
362,2014,9,USA,Northern,Fishing,Unprovoked,M,43,Bull Shark,0,2010
363,2014,9,USA,Northern,Other,Unprovoked,F,0,White Shark,0,2010
364,2014,9,USA,Northern,Fishing,Provoked,M,52,Unidentified,0,2010
365,2014,8,USA,Northern,Surfing,Unprovoked,F,13,Spinner Shark,0,2010
366,2014,8,USA,Northern,Surfing,Unprovoked,M,17,Blacktip reef Shark,0,2010
367,2014,8,OTHER,Northern,Swimming,Unprovoked,F,0,Unidentified,0,2010
368,2014,8,USA,Northern,Surfing,Unprovoked,M,29,Unidentified,0,2010
369,2014,8,AUSTRALIA,Southern,Other,Unprovoked,M,31,Unidentified,0,2010
370,2014,8,USA,Northern,Other,Unprovoked,M,0,Bull Shark,0,2010
371,2014,8,USA,Northern,Swimming,Unprovoked,F,10,Unidentified,0,2010
372,2014,8,USA,Northern,Swimming,Unprovoked,M,7,Bull Shark,0,2010
373,2014,8,USA,Northern,Surfing,Unprovoked,M,10,Unidentified,0,2010
374,2014,8,USA,Northern,Surfing,Unprovoked,M,8,Unidentified,0,2010
375,2014,8,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,20,White Shark,0,2010
376,2014,7,USA,Northern,Swimming,Unprovoked,M,0,Tiger Shark,0,2010
377,2014,7,REUNION,Southern,Surfing,Unprovoked,M,51,Unidentified,0,2010
378,2014,7,USA,Northern,Other,Unprovoked,M,8,Unidentified,0,2010
379,2014,7,USA,Northern,Swimming,Unprovoked,M,61,Unidentified,0,2010
380,2014,7,USA,Northern,Swimming,Unprovoked,M,39,Unidentified,0,2010
381,2014,7,BAHAMAS,Northern,Diving,Unprovoked,M,63,Unidentified,1,2010
382,2014,7,USA,Northern,Surfing,Unprovoked,M,14,Unidentified,0,2010
383,2014,7,USA,Northern,Swimming,Provoked,M,0,White Shark,0,2010
384,2014,7,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,0,2010
385,2014,6,OTHER,Northern,Other,Unprovoked,M,48,White Shark,0,2010
386,2014,6,BAHAMAS,Northern,Other,Unprovoked,M,42,Caribbean Reef Shark,0,2010
387,2014,6,AUSTRALIA,Southern,Surfing,Unprovoked,M,15,Unidentified,0,2010
388,2014,6,USA,Northern,Other,Unprovoked,M,16,Unidentified,0,2010
389,2014,6,AUSTRALIA,Southern,Surfing,Unprovoked,M,39,Bronze Whaler Shark,0,2010
390,2014,6,OTHER,Northern,Surfing,Unprovoked,M,43,Unidentified,0,2010
391,2014,6,USA,Northern,Other,Unprovoked,F,14,Unidentified,0,2010
392,2014,6,USA,Northern,Swimming,Unprovoked,F,22,Bull Shark,0,2010
393,2014,5,AUSTRALIA,Southern,Other,Unprovoked,F,29,Bull Shark,0,2010
394,2014,5,OTHER,Northern,Diving,Unprovoked,M,0,Unidentified,0,2010
395,2014,5,AUSTRALIA,Southern,Other,Provoked,M,10,Nurse Shark,0,2010
396,2014,5,USA,Northern,Surfing,Unprovoked,F,38,Unidentified,0,2010
397,2014,5,AUSTRALIA,Southern,Surfing,Unprovoked,M,35,White Shark,0,2010
398,2014,5,USA,Northern,Other,Unprovoked,F,44,Unidentified,0,2010
399,2014,5,USA,Northern,Surfing,Unprovoked,M,12,Unidentified,0,2010
400,2014,5,USA,Northern,Swimming,Unprovoked,F,40,Unidentified,0,2010
401,2014,5,USA,Northern,Surfing,Unprovoked,M,23,Unidentified,0,2010
402,2014,4,USA,Northern,Swimming,Unprovoked,M,42,Unidentified,0,2010
403,2014,4,USA,Northern,Other,Unprovoked,M,25,Unidentified,0,2010
404,2014,4,SOUTH AFRICA,Southern,Fishing,Provoked,M,0,Raggedtooth Shark,0,2010
405,2014,4,USA,Northern,Surfing,Unprovoked,M,0,Unidentified,0,2010
406,2014,4,USA,Northern,Surfing,Unprovoked,M,0,Unidentified,0,2010
407,2014,4,AUSTRALIA,Southern,Swimming,Unprovoked,F,63,White Shark,1,2010
408,2014,3,AUSTRALIA,Southern,Diving,Unprovoked,M,38,Unidentified,1,2010
409,2014,3,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,66,Unidentified,1,2010
410,2014,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,42,Unidentified,0,2010
411,2014,3,AUSTRALIA,Southern,Swimming,Unprovoked,M,0,Unidentified,0,2010
412,2014,3,USA,Northern,Surfing,Unprovoked,M,21,Blacktip reef Shark,0,2010
413,2014,2,OTHER,Northern,Surfing,Unprovoked,M,21,Blacktip reef Shark,0,2010
414,2014,2,AUSTRALIA,Southern,Diving,Unprovoked,M,28,Unidentified,1,2010
415,2014,2,NEW ZEALAND,Southern,Surfing,Unprovoked,M,28,Unidentified,0,2010
416,2014,1,NEW ZEALAND,Southern,Other,Unprovoked,M,24,Unidentified,0,2010
417,2013,12,OTHER,Northern,Other,Unprovoked,M,37,Bull Shark,0,2010
418,2013,12,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,19,White Shark,0,2010
419,2013,12,USA,Northern,Surfing,Unprovoked,M,29,Tiger Shark,0,2010
420,2013,12,USA,Northern,Surfing,Unprovoked,M,30,Unidentified,0,2010
421,2013,12,AUSTRALIA,Southern,Surfing,Unprovoked,M,26,Unidentified,0,2010
422,2013,12,USA,Northern,Other,Unprovoked,M,57,Unidentified,1,2010
423,2013,11,AUSTRALIA,Southern,Surfing,Unprovoked,M,19,Tiger Shark,1,2010
424,2013,11,USA,Northern,Other,Unprovoked,F,58,Unidentified,0,2010
425,2013,11,AUSTRALIA,Southern,Surfing,Unprovoked,M,35,White Shark,1,2010
426,2013,11,USA,Northern,Surfing,Unprovoked,M,25,White Shark,0,2010
427,2013,11,AUSTRALIA,Southern,Surfing,Unprovoked,M,0,White Shark,0,2010
428,2013,11,BAHAMAS,Northern,Other,Provoked,M,77,Unidentified,0,2010
429,2013,11,USA,Northern,Surfing,Unprovoked,M,16,Unidentified,0,2010
430,2013,10,USA,Northern,Surfing,Unprovoked,M,46,Tiger Shark,0,2010
431,2013,10,AUSTRALIA,Southern,Other,Unprovoked,F,60,Blacktip reef Shark,0,2010
432,2013,10,REUNION,Southern,Surfing,Unprovoked,M,24,Bull Shark,0,2010
433,2013,10,AUSTRALIA,Southern,Diving,Unprovoked,M,0,White Shark,0,2010
434,2013,10,AUSTRALIA,Southern,Surfing,Unprovoked,M,41,Unidentified,0,2010
435,2013,10,USA,Northern,Diving,Unprovoked,M,45,White Shark,0,2010
436,2013,10,USA,Northern,Surfing,Unprovoked,M,25,Tiger Shark,0,2010
437,2013,10,USA,Northern,Other,Unprovoked,M,6,Nurse Shark,0,2010
438,2013,10,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,74,White Shark,1,2010
439,2013,10,AUSTRALIA,Southern,Diving,Unprovoked,M,55,White Shark,0,2010
440,2013,10,USA,Northern,Surfing,Unprovoked,M,45,White Shark,0,2010
441,2013,10,USA,Northern,Other,Unprovoked,M,12,Bull Shark,0,2010
442,2013,9,USA,Northern,Surfing,Unprovoked,M,50,Unidentified,0,2010
443,2013,9,OTHER,Northern,Diving,Unprovoked,M,27,Unidentified,0,2010
444,2013,9,USA,Northern,Other,Unprovoked,M,7,Unidentified,0,2010
445,2013,9,USA,Northern,Swimming,Unprovoked,M,45,Unidentified,0,2010
446,2013,9,USA,Northern,Swimming,Unprovoked,M,21,Bull Shark,0,2010
447,2013,9,USA,Northern,Surfing,Unprovoked,F,13,Unidentified,0,2010
448,2013,9,USA,Northern,Surfing,Provoked,M,43,Unidentified,0,2010
449,2013,9,USA,Northern,Other,Unprovoked,M,25,Unidentified,0,2010
450,2013,9,USA,Northern,Swimming,Unprovoked,M,17,Unidentified,0,2010
451,2013,9,USA,Northern,Other,Unprovoked,M,9,Unidentified,0,2010
452,2013,8,USA,Northern,Swimming,Unprovoked,M,0,Unidentified,0,2010
453,2013,8,OTHER,Northern,Other,Provoked,M,50,Mako Shark,0,2010
454,2013,8,USA,Northern,Surfing,Unprovoked,F,11,Unidentified,0,2010
455,2013,8,USA,Northern,Surfing,Unprovoked,M,16,Unidentified,0,2010
456,2013,8,USA,Northern,Surfing,Unprovoked,F,0,White Shark,0,2010
457,2013,8,USA,Northern,Other,Unprovoked,F,20,Tiger Shark,1,2010
458,2013,8,USA,Northern,Surfing,Unprovoked,F,19,Unidentified,0,2010
459,2013,8,USA,Northern,Surfing,Unprovoked,M,10,Bull Shark,0,2010
460,2013,8,USA,Northern,Fishing,Unprovoked,M,17,Bull Shark,0,2010
461,2013,7,USA,Northern,Other,Unprovoked,F,56,Unidentified,0,2010
462,2013,7,BAHAMAS,Northern,Other,Unprovoked,M,40,Unidentified,0,2010
463,2013,7,USA,Northern,Surfing,Unprovoked,M,18,Tiger Shark,0,2010
464,2013,7,BAHAMAS,Northern,Fishing,Unprovoked,M,64,Nurse Shark,0,2010
465,2013,7,BAHAMAS,Northern,Diving,Unprovoked,M,50,Unidentified,0,2010
466,2013,7,BRAZIL,Southern,Swimming,Unprovoked,F,18,Unidentified,1,2010
467,2013,7,USA,Northern,Surfing,Unprovoked,F,50,Unidentified,0,2010
468,2013,7,REUNION,Southern,Swimming,Unprovoked,F,15,Unidentified,1,2010
469,2013,7,USA,Northern,Other,Unprovoked,F,63,Unidentified,0,2010
470,2013,6,USA,Northern,Other,Unprovoked,M,0,White Shark,0,2010
471,2013,6,USA,Northern,Swimming,Unprovoked,M,14,Unidentified,0,2010
472,2013,6,USA,Northern,Swimming,Unprovoked,M,28,Tiger Shark,0,2010
473,2013,6,USA,Northern,Swimming,Unprovoked,M,15,Unidentified,0,2010
474,2013,6,USA,Northern,Surfing,Unprovoked,F,10,Unidentified,0,2010
475,2013,6,USA,Northern,Fishing,Provoked,M,58,Nurse Shark,0,2010
476,2013,6,AUSTRALIA,Southern,Surfing,Unprovoked,M,0,Unidentified,0,2010
477,2013,5,USA,Northern,Diving,Unprovoked,M,32,Unidentified,0,2010
478,2013,5,USA,Northern,Swimming,Unprovoked,M,11,Unidentified,0,2010
479,2013,5,OTHER,Northern,Fishing,Provoked,M,30,Unidentified,0,2010
480,2013,5,OTHER,Northern,Surfing,Unprovoked,M,29,Unidentified,0,2010
481,2013,5,REUNION,Southern,Surfing,Unprovoked,M,36,Bull Shark,1,2010
482,2013,5,USA,Northern,Surfing,Unprovoked,M,16,Unidentified,0,2010
483,2013,4,MEXICO,Northern,Swimming,Unprovoked,F,34,Tiger Shark,0,2010
484,2013,4,AUSTRALIA,Southern,Fishing,Unprovoked,M,51,Nurse Shark,0,2010
485,2013,4,USA,Northern,Surfing,Unprovoked,M,9,Unidentified,0,2010
486,2013,4,USA,Northern,Surfing,Unprovoked,M,21,Bull Shark,0,2010
487,2013,4,OTHER,Northern,Surfing,Unprovoked,M,53,Blacktip reef Shark,0,2010
488,2013,4,USA,Northern,Surfing,Unprovoked,M,58,Unidentified,0,2010
489,2013,3,SOUTH AFRICA,Southern,Fishing,Provoked,M,30,Raggedtooth Shark,0,2010
490,2013,3,OTHER,Northern,Other,Unprovoked,M,68,Tiger Shark,1,2010
491,2013,3,AUSTRALIA,Southern,Other,Unprovoked,M,28,Bronze Whaler Shark,0,2010
492,2013,3,OTHER,Northern,Swimming,Unprovoked,M,0,Unidentified,0,2010
493,2013,2,NEW ZEALAND,Southern,Swimming,Unprovoked,M,46,White Shark,1,2010
494,2013,2,USA,Northern,Surfing,Unprovoked,M,0,Unidentified,0,2010
495,2013,2,USA,Northern,Surfing,Unprovoked,M,16,Blacktip reef Shark,0,2010
496,2013,2,OTHER,Northern,Diving,Unprovoked,M,48,Nurse Shark,0,2010
497,2013,1,USA,Northern,Surfing,Unprovoked,M,43,Tiger Shark,0,2010
498,2013,1,AUSTRALIA,Southern,Diving,Unprovoked,M,26,Unidentified,0,2010
499,2012,12,AUSTRALIA,Southern,Surfing,Unprovoked,M,23,Unidentified,0,2010
500,2012,12,AUSTRALIA,Southern,Surfing,Unprovoked,M,29,Bull Shark,0,2010
501,2012,12,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,20,Tiger Shark,1,2010
502,2012,12,AUSTRALIA,Southern,Surfing,Unprovoked,M,32,Tiger Shark,0,2010
503,2012,12,USA,Northern,Surfing,Unprovoked,M,60,Unidentified,0,2010
504,2012,12,AUSTRALIA,Southern,Other,Unprovoked,M,31,Tiger Shark,0,2010
505,2012,12,NEW ZEALAND,Southern,Diving,Unprovoked,F,25,Unidentified,0,2010
506,2012,11,USA,Northern,Other,Unprovoked,M,61,Tiger Shark,0,2010
507,2012,11,MEXICO,Northern,Swimming,Unprovoked,M,32,Unidentified,1,2010
508,2012,11,USA,Northern,Surfing,Unprovoked,M,14,Unidentified,0,2010
509,2012,11,USA,Northern,Diving,Unprovoked,M,30,Tiger Shark,0,2010
510,2012,11,USA,Northern,Surfing,Unprovoked,M,43,Tiger Shark,0,2010
511,2012,10,USA,Northern,Surfing,Unprovoked,M,25,White Shark,0,2010
512,2012,10,USA,Northern,Swimming,Unprovoked,F,51,Tiger Shark,0,2010
513,2012,10,USA,Northern,Surfing,Unprovoked,M,39,White Shark,1,2010
514,2012,10,USA,Northern,Surfing,Unprovoked,M,24,Unidentified,0,2010
515,2012,10,USA,Northern,Surfing,Unprovoked,M,55,Unidentified,0,2010
516,2012,10,USA,Northern,Surfing,Unprovoked,M,42,Unidentified,0,2010
517,2012,10,AUSTRALIA,Southern,Surfing,Unprovoked,M,11,Unidentified,0,2010
518,2012,9,USA,Northern,Surfing,Unprovoked,M,21,Unidentified,0,2010
519,2012,9,USA,Northern,Surfing,Unprovoked,M,22,Unidentified,0,2010
520,2012,9,USA,Northern,Surfing,Unprovoked,M,52,Unidentified,0,2010
521,2012,9,OTHER,Northern,Swimming,Unprovoked,F,29,Bull Shark,0,2010
522,2012,9,USA,Northern,Surfing,Unprovoked,M,25,Unidentified,0,2010
523,2012,9,USA,Northern,Surfing,Unprovoked,M,0,Unidentified,0,2010
524,2012,9,USA,Northern,Surfing,Unprovoked,M,37,Unidentified,0,2010
525,2012,9,USA,Northern,Surfing,Unprovoked,M,32,Unidentified,0,2010
526,2012,9,USA,Northern,Surfing,Unprovoked,F,8,Unidentified,0,2010
527,2012,9,USA,Northern,Surfing,Unprovoked,F,56,Unidentified,0,2010
528,2012,8,OTHER,Northern,Other,Provoked,M,53,Unidentified,0,2010
529,2012,8,AUSTRALIA,Southern,Surfing,Unprovoked,M,34,Unidentified,0,2010
530,2012,8,BRAZIL,Southern,Swimming,Unprovoked,M,18,Unidentified,1,2010
531,2012,8,USA,Northern,Diving,Unprovoked,M,56,Nurse Shark,0,2010
532,2012,8,REUNION,Southern,Surfing,Unprovoked,M,39,Bull Shark,0,2010
533,2012,7,USA,Northern,Surfing,Unprovoked,M,17,Unidentified,0,2010
534,2012,7,AUSTRALIA,Southern,Surfing,Unprovoked,M,48,White Shark,0,2010
535,2012,7,USA,Northern,Surfing,Unprovoked,M,44,Unidentified,0,2010
536,2012,7,USA,Northern,Surfing,Unprovoked,M,50,White Shark,0,2010
537,2012,7,AUSTRALIA,Southern,Surfing,Unprovoked,M,24,White Shark,1,2010
538,2012,7,USA,Northern,Swimming,Unprovoked,F,43,Unidentified,0,2010
539,2012,7,USA,Northern,Other,Unprovoked,M,52,Unidentified,0,2010
540,2012,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,29,Unidentified,0,2010
541,2012,6,USA,Northern,Swimming,Unprovoked,M,6,Bull Shark,0,2010
542,2012,6,USA,Northern,Surfing,Unprovoked,M,26,Unidentified,0,2010
543,2012,6,USA,Northern,Other,Unprovoked,F,16,Unidentified,0,2010
544,2012,6,USA,Northern,Swimming,Unprovoked,M,12,Unidentified,0,2010
545,2012,6,AUSTRALIA,Southern,Surfing,Unprovoked,M,62,Unidentified,0,2010
546,2012,6,USA,Northern,Other,Unprovoked,F,6,Unidentified,0,2010
547,2012,6,USA,Northern,Fishing,Provoked,M,23,Nurse Shark,0,2010
548,2012,6,USA,Northern,Swimming,Unprovoked,F,18,Blacktip reef Shark,0,2010
549,2012,6,USA,Northern,Swimming,Unprovoked,M,0,Unidentified,0,2010
550,2012,6,USA,Northern,Swimming,Unprovoked,M,0,Blacktip reef Shark,0,2010
551,2012,6,USA,Northern,Swimming,Unprovoked,M,16,Blacktip reef Shark,0,2010
552,2012,6,AUSTRALIA,Southern,Surfing,Unprovoked,M,42,Unidentified,0,2010
553,2012,6,OTHER,Northern,Other,Provoked,M,57,Blue Shark,0,2010
554,2012,6,AUSTRALIA,Southern,Surfing,Unprovoked,M,30,White Shark,0,2010
555,2012,6,USA,Northern,Surfing,Unprovoked,M,25,Unidentified,0,2010
556,2012,5,USA,Northern,Other,Unprovoked,F,33,Unidentified,0,2010
557,2012,5,MEXICO,Northern,Diving,Unprovoked,M,46,Bull Shark,0,2010
558,2012,5,USA,Northern,Surfing,Unprovoked,M,22,Unidentified,0,2010
559,2012,5,USA,Northern,Other,Unprovoked,M,0,Tiger Shark,0,2010
560,2012,5,USA,Northern,Other,Unprovoked,M,30,White Shark,0,2010
561,2012,5,USA,Northern,Swimming,Unprovoked,F,47,Unidentified,0,2010
562,2012,5,USA,Northern,Surfing,Unprovoked,F,15,White Shark,0,2010
563,2012,4,USA,Northern,Surfing,Unprovoked,M,28,Unidentified,0,2010
564,2012,4,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,20,White Shark,1,2010
565,2012,4,AUSTRALIA,Southern,Other,Unprovoked,M,27,White Shark,0,2010
566,2012,4,USA,Northern,Surfing,Unprovoked,M,28,Tiger Shark,0,2010
567,2012,3,AUSTRALIA,Southern,Diving,Unprovoked,M,33,White Shark,1,2010
568,2012,3,USA,Northern,Surfing,Unprovoked,M,21,Unidentified,0,2010
569,2012,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,20,Bull Shark,0,2010
570,2012,3,USA,Northern,Surfing,Unprovoked,M,61,Bull Shark,0,2010
571,2012,3,USA,Northern,Surfing,Unprovoked,F,15,Unidentified,0,2010
572,2012,3,USA,Northern,Surfing,Unprovoked,M,17,Unidentified,0,2010
573,2012,3,AUSTRALIA,Southern,Diving,Provoked,F,34,Nurse Shark,0,2010
574,2012,3,REUNION,Southern,Surfing,Unprovoked,M,31,Unidentified,0,2010
575,2012,3,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,0,2010
576,2012,2,USA,Northern,Surfing,Provoked,M,0,Spinner Shark,0,2010
577,2012,2,AUSTRALIA,Southern,Fishing,Unprovoked,M,0,Nurse Shark,0,2010
578,2012,2,AUSTRALIA,Southern,Surfing,Unprovoked,M,29,Unidentified,0,2010
579,2012,1,AUSTRALIA,Southern,Other,Unprovoked,M,26,Tiger Shark,0,2010
580,2012,1,OTHER,Northern,Fishing,Provoked,M,24,Blue Shark,0,2010
581,2012,1,AUSTRALIA,Southern,Surfing,Unprovoked,M,44,White Shark,0,2010
582,2012,1,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,25,Bull Shark,1,2010
583,2012,1,USA,Northern,Surfing,Unprovoked,M,53,White Shark,0,2010
584,2012,1,AUSTRALIA,Southern,Surfing,Unprovoked,M,28,Unidentified,0,2010
585,2012,1,AUSTRALIA,Southern,Other,Unprovoked,M,34,Tiger Shark,0,2010
586,2011,12,OTHER,Northern,Surfing,Unprovoked,M,23,Unidentified,0,2010
587,2011,12,USA,Northern,Surfing,Unprovoked,M,27,Unidentified,0,2010
588,2011,12,SOUTH AFRICA,Southern,Other,Unprovoked,M,35,Unidentified,0,2010
589,2011,12,AUSTRALIA,Southern,Surfing,Unprovoked,M,51,White Shark,0,2010
590,2011,12,AUSTRALIA,Southern,Surfing,Unprovoked,M,14,Unidentified,0,2010
591,2011,12,AUSTRALIA,Southern,Surfing,Unprovoked,M,63,Unidentified,0,2010
592,2011,11,OTHER,Northern,Surfing,Unprovoked,M,18,Unidentified,0,2010
593,2011,11,AUSTRALIA,Southern,Swimming,Unprovoked,M,10,Unidentified,0,2010
594,2011,11,REUNION,Southern,Diving,Unprovoked,M,42,Unidentified,0,2010
595,2011,10,USA,Northern,Surfing,Unprovoked,M,27,White Shark,0,2010
596,2011,10,OTHER,Northern,Surfing,Unprovoked,M,26,Unidentified,0,2010
597,2011,10,AUSTRALIA,Southern,Diving,Unprovoked,M,32,White Shark,1,2010
598,2011,10,USA,Northern,Surfing,Unprovoked,M,41,White Shark,0,2010
599,2011,10,AUSTRALIA,Southern,Diving,Unprovoked,M,50,Unidentified,0,2010
600,2011,10,AUSTRALIA,Southern,Swimming,Unprovoked,M,64,Unidentified,1,2010
601,2011,10,REUNION,Southern,Boat,Unprovoked,M,51,Unidentified,0,2010
602,2011,9,USA,Northern,Surfing,Unprovoked,M,27,Unidentified,1,2010
603,2011,9,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,43,White Shark,0,2010
604,2011,9,USA,Northern,Other,Unprovoked,M,21,Bull Shark,0,2010
605,2011,9,USA,Northern,Other,Unprovoked,M,5,Unidentified,0,2010
606,2011,9,REUNION,Southern,Surfing,Unprovoked,M,38,Unidentified,1,2010
607,2011,9,USA,Northern,Surfing,Unprovoked,M,25,Unidentified,0,2010
608,2011,9,USA,Northern,Surfing,Unprovoked,M,37,Unidentified,0,2010
609,2011,9,PAPUA NEW GUINEA,Southern,Surfing,Unprovoked,M,30,Tiger Shark,0,2010
610,2011,9,AUSTRALIA,Southern,Surfing,Unprovoked,M,21,White Shark,1,2010
611,2011,9,USA,Northern,Surfing,Unprovoked,M,19,Spinner Shark,0,2010
612,2011,8,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,0,2010
613,2011,8,AUSTRALIA,Southern,Swimming,Unprovoked,M,48,Unidentified,1,2010
614,2011,8,USA,Northern,Other,Unprovoked,F,39,Unidentified,0,2010
615,2011,8,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,49,White Shark,1,2010
616,2011,8,USA,Northern,Other,Unprovoked,F,0,Tiger Shark,0,2010
617,2011,8,OTHER,Northern,Swimming,Unprovoked,M,25,Unidentified,0,2010
618,2011,8,OTHER,Northern,Surfing,Unprovoked,M,32,Unidentified,0,2010
619,2011,8,USA,Northern,Swimming,Unprovoked,M,27,Unidentified,0,2010
620,2011,8,OTHER,Northern,Swimming,Unprovoked,M,30,Bull Shark,1,2010
621,2011,8,USA,Northern,Surfing,Unprovoked,M,7,Unidentified,0,2010
622,2011,8,USA,Northern,Swimming,Unprovoked,M,54,Unidentified,0,2010
623,2011,8,OTHER,Northern,Diving,Unprovoked,M,36,Unidentified,1,2010
624,2011,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,29,White Shark,0,2010
625,2011,7,USA,Northern,Surfing,Unprovoked,F,6,Unidentified,0,2010
626,2011,7,BAHAMAS,Northern,Diving,Unprovoked,M,54,Unidentified,0,2010
627,2011,7,USA,Northern,Swimming,Unprovoked,M,12,Unidentified,0,2010
628,2011,7,REUNION,Southern,Surfing,Unprovoked,M,16,Unidentified,0,2010
629,2011,7,OTHER,Northern,Other,Unprovoked,M,17,Unidentified,0,2010
630,2011,6,OTHER,Northern,Other,Unprovoked,M,28,Unidentified,0,2010
631,2011,6,BRAZIL,Southern,Surfing,Unprovoked,M,21,Unidentified,0,2010
632,2011,6,SOUTH AFRICA,Southern,Diving,Unprovoked,M,22,Bull Shark,0,2010
633,2011,6,USA,Northern,Surfing,Unprovoked,F,10,Bull Shark,0,2010
634,2011,6,USA,Northern,Surfing,Unprovoked,M,0,White Shark,0,2010
635,2011,6,USA,Northern,Other,Unprovoked,M,20,Unidentified,0,2010
636,2011,6,OTHER,Northern,Other,Unprovoked,M,35,Unidentified,0,2010
637,2011,6,OTHER,Northern,Surfing,Unprovoked,M,15,Unidentified,1,2010
638,2011,6,REUNION,Southern,Surfing,Unprovoked,M,31,Unidentified,1,2010
639,2011,6,USA,Northern,Diving,Unprovoked,M,28,Blacktip reef Shark,0,2010
640,2011,6,USA,Northern,Other,Unprovoked,M,28,Unidentified,0,2010
641,2011,6,USA,Northern,Other,Unprovoked,M,19,Unidentified,0,2010
642,2011,5,USA,Northern,Surfing,Unprovoked,F,22,Unidentified,0,2010
643,2011,5,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,33,White Shark,0,2010
644,2011,5,USA,Northern,Surfing,Unprovoked,F,0,Tiger Shark,0,2010
